id,Breed1,Breed2,Breed3
sample_1687,0,0,1
sample_1688,0,1,0
sample_1689,0,1,0
sample_1690,0,1,0
sample_1691,1,0,0
sample_1692,1,0,0
sample_1693,0,0,1
sample_1694,1,0,0
sample_1695,0,1,0
sample_1696,0,1,0
sample_1697,0,1,0
sample_1698,0,1,0
sample_1699,1,0,0
sample_1700,0,1,0
sample_1701,0,1,0
sample_1702,0,1,0
sample_1703,1,0,0
sample_1704,1,0,0
sample_1705,0,0,1
sample_1706,1,0,0
sample_1707,0,0,1
sample_1708,0,1,0
sample_1709,0,1,0
sample_1710,1,0,0
sample_1711,0,1,0
sample_1712,1,0,0
sample_1713,0,0,1
sample_1714,0,1,0
sample_1715,0,0,1
sample_1716,0,0,1
sample_1717,0,1,0
sample_1718,0,1,0
sample_1719,0,1,0
sample_1720,0,1,0
sample_1721,0,1,0
sample_1722,1,0,0
sample_1723,1,0,0
sample_1724,1,0,0
sample_1725,0,0,1
sample_1726,1,0,0
sample_1727,1,0,0
sample_1728,0,1,0
sample_1729,0,1,0
sample_1730,0,1,0
sample_1731,0,1,0
sample_1732,0,0,1
sample_1733,0,0,1
sample_1734,0,0,1
sample_1735,0,0,1
sample_1736,0,0,1
sample_1737,0,0,1
sample_1738,0,1,0
sample_1739,0,1,0
sample_1740,0,0,1
sample_1741,0,0,1
sample_1742,0,0,1
sample_1743,0,1,0
sample_1744,0,1,0
sample_1745,1,0,0
sample_1746,1,0,0
sample_1747,0,0,1
sample_1748,1,0,0
sample_1749,0,0,1
sample_1750,0,1,0
sample_1751,0,1,0
sample_1752,0,1,0
sample_1753,0,1,0
sample_1754,0,0,1
sample_1755,0,1,0
sample_1756,1,0,0
sample_1757,0,1,0
sample_1758,0,0,1
sample_1759,1,0,0
sample_1760,1,0,0
sample_1761,0,0,1
sample_1762,1,0,0
sample_1763,0,0,1
sample_1764,1,0,0
sample_1765,1,0,0
sample_1766,0,1,0
sample_1767,0,1,0
sample_1768,0,0,1
sample_1769,1,0,0
sample_1770,0,1,0
sample_1771,0,1,0
sample_1772,0,0,1
sample_1773,0,1,0
sample_1774,0,0,1
sample_1775,0,1,0
sample_1776,0,1,0
sample_1777,0,1,0
sample_1778,0,0,1
sample_1779,1,0,0
sample_1780,0,0,1
sample_1781,1,0,0
sample_1782,0,0,1
sample_1783,0,1,0
sample_1784,1,0,0
sample_1785,0,1,0
sample_1786,1,0,0
sample_1787,0,0,1
sample_1788,0,0,1
sample_1789,1,0,0
sample_1790,0,0,1
sample_1791,0,0,1
sample_1792,0,1,0
sample_1793,1,0,0
sample_1794,0,1,0
sample_1795,0,1,0
sample_1796,1,0,0
sample_1797,0,1,0
sample_1798,0,1,0
sample_1799,0,1,0
sample_1800,1,0,0
sample_1801,1,0,0
sample_1802,0,0,1
sample_1803,1,0,0
sample_1804,0,0,1
sample_1805,0,1,0
sample_1806,0,1,0
sample_1807,0,0,1
sample_1808,0,0,1
sample_1809,0,1,0
sample_1810,0,1,0
sample_1811,0,1,0
sample_1812,0,1,0
sample_1813,1,0,0
sample_1814,1,0,0
sample_1815,0,0,1
sample_1816,0,0,1
sample_1817,1,0,0
sample_1818,0,0,1
sample_1819,0,1,0
sample_1820,1,0,0
sample_1821,1,0,0
sample_1822,0,0,1
sample_1823,0,1,0
sample_1824,1,0,0
sample_1825,0,0,1
sample_1826,1,0,0
sample_1827,0,1,0
sample_1828,0,1,0
sample_1829,0,0,1
sample_1830,0,0,1
sample_1831,1,0,0
sample_1832,1,0,0
sample_1833,1,0,0
sample_1834,0,1,0
sample_1835,0,0,1
sample_1836,1,0,0
sample_1837,0,0,1
sample_1838,0,1,0
sample_1839,1,0,0
sample_1840,0,1,0
sample_1841,0,1,0
sample_1842,1,0,0
sample_1843,0,1,0
sample_1844,0,1,0
sample_1845,0,1,0
sample_1846,0,0,1
sample_1847,0,1,0
sample_1848,1,0,0
sample_1849,0,1,0
sample_1850,0,1,0
sample_1851,1,0,0
sample_1852,1,0,0
sample_1853,0,1,0
sample_1854,0,0,1
sample_1855,0,0,1
sample_1856,0,0,1
sample_1857,0,1,0
sample_1858,0,1,0
sample_1859,0,1,0
sample_1860,0,1,0
sample_1861,0,1,0
sample_1862,1,0,0
sample_1863,0,1,0
sample_1864,0,0,1
sample_1865,1,0,0
sample_1866,1,0,0
sample_1867,0,0,1
sample_1868,0,0,1
sample_1869,0,0,1
sample_1870,1,0,0
sample_1871,0,1,0
sample_1872,0,1,0
sample_1873,1,0,0
sample_1874,0,0,1
sample_1875,1,0,0
sample_1876,1,0,0
sample_1877,0,1,0
sample_1878,0,1,0
sample_1879,1,0,0
sample_1880,0,0,1
sample_1881,1,0,0
sample_1882,1,0,0
sample_1883,0,1,0
sample_1884,0,0,1
sample_1885,0,0,1
sample_1886,0,1,0
sample_1887,0,0,1
sample_1888,0,1,0
sample_1889,1,0,0
sample_1890,1,0,0
sample_1891,1,0,0
sample_1892,0,1,0
sample_1893,0,1,0
sample_1894,0,1,0
sample_1895,0,0,1
sample_1896,1,0,0
sample_1897,0,1,0
sample_1898,0,0,1
sample_1899,0,0,1
sample_1900,1,0,0
sample_1901,0,1,0
sample_1902,0,0,1
sample_1903,0,1,0
sample_1904,0,1,0
sample_1905,1,0,0
sample_1906,0,0,1
sample_1907,1,0,0
sample_1908,0,1,0
sample_1909,0,0,1
sample_1910,0,0,1
sample_1911,0,1,0
sample_1912,1,0,0
sample_1913,0,1,0
sample_1914,0,1,0
sample_1915,0,1,0
sample_1916,0,1,0
sample_1917,0,1,0
sample_1918,1,0,0
sample_1919,0,1,0
sample_1920,0,0,1
sample_1921,0,1,0
sample_1922,1,0,0
sample_1923,0,1,0
sample_1924,1,0,0
sample_1925,0,1,0
sample_1926,1,0,0
sample_1927,0,1,0
sample_1928,0,0,1
sample_1929,1,0,0
sample_1930,1,0,0
sample_1931,0,1,0
sample_1932,0,1,0
sample_1933,0,0,1
sample_1934,1,0,0
sample_1935,0,0,1
sample_1936,0,1,0
sample_1937,0,1,0
sample_1938,1,0,0
sample_1939,0,0,1
sample_1940,0,0,1
sample_1941,0,1,0
sample_1942,1,0,0
sample_1943,0,1,0
sample_1944,0,1,0
sample_1945,0,1,0
sample_1946,0,0,1
sample_1947,1,0,0
sample_1948,1,0,0
sample_1949,0,0,1
sample_1950,0,1,0
sample_1951,1,0,0
sample_1952,0,1,0
sample_1953,1,0,0
sample_1954,0,1,0
sample_1955,0,0,1
sample_1956,0,1,0
sample_1957,0,0,1
sample_1958,1,0,0
sample_1959,0,0,1
sample_1960,0,0,1
sample_1961,1,0,0
sample_1962,1,0,0
sample_1963,0,1,0
sample_1964,0,1,0
sample_1965,0,1,0
sample_1966,0,0,1
sample_1967,1,0,0
sample_1968,0,0,1
sample_1969,1,0,0
sample_1970,1,0,0
sample_1971,1,0,0
sample_1972,0,0,1
sample_1973,0,1,0
sample_1974,0,0,1
sample_1975,0,0,1
sample_1976,0,1,0
sample_1977,1,0,0
sample_1978,1,0,0
sample_1979,0,1,0
sample_1980,1,0,0
sample_1981,0,0,1
sample_1982,0,1,0
sample_1983,0,1,0
sample_1984,1,0,0
sample_1985,1,0,0
sample_1986,0,0,1
sample_1987,0,0,1
sample_1988,0,1,0
sample_1989,1,0,0
sample_1990,0,0,1
sample_1991,0,1,0
sample_1992,1,0,0
sample_1993,0,1,0
sample_1994,0,1,0
sample_1995,0,0,1
sample_1996,1,0,0
sample_1997,1,0,0
sample_1998,0,0,1
sample_1999,0,1,0
sample_2000,0,1,0
sample_2001,0,1,0
sample_2002,0,0,1
sample_2003,1,0,0
sample_2004,0,1,0
sample_2005,1,0,0
sample_2006,0,1,0
sample_2007,1,0,0
sample_2008,0,1,0
sample_2009,0,1,0
sample_2010,1,0,0
sample_2011,1,0,0
sample_2012,0,1,0
sample_2013,0,0,1
sample_2014,0,0,1
sample_2015,1,0,0
sample_2016,1,0,0
sample_2017,1,0,0
sample_2018,0,1,0
sample_2019,0,1,0
sample_2020,1,0,0
sample_2021,1,0,0
sample_2022,0,1,0
sample_2023,0,1,0
sample_2024,1,0,0
sample_2025,1,0,0
sample_2026,1,0,0
sample_2027,0,1,0
sample_2028,0,1,0
sample_2029,0,1,0
sample_2030,0,0,1
sample_2031,0,1,0
sample_2032,0,0,1
sample_2033,0,1,0
sample_2034,0,0,1
sample_2035,0,0,1
sample_2036,0,1,0
sample_2037,0,1,0
sample_2038,1,0,0
sample_2039,0,1,0
sample_2040,1,0,0
sample_2041,0,1,0
sample_2042,0,1,0
sample_2043,0,1,0
sample_2044,0,1,0
sample_2045,0,1,0
sample_2046,0,1,0
sample_2047,0,1,0
sample_2048,1,0,0
sample_2049,0,1,0
sample_2050,1,0,0
sample_2051,0,1,0
sample_2052,0,1,0
sample_2053,0,1,0
sample_2054,0,1,0
sample_2055,1,0,0
sample_2056,1,0,0
sample_2057,1,0,0
sample_2058,1,0,0
sample_2059,0,0,1
sample_2060,1,0,0
sample_2061,0,0,1
sample_2062,0,1,0
sample_2063,0,0,1
sample_2064,1,0,0
sample_2065,0,0,1
sample_2066,0,1,0
sample_2067,1,0,0
sample_2068,0,1,0
sample_2069,1,0,0
sample_2070,0,1,0
sample_2071,0,1,0
sample_2072,0,0,1
sample_2073,0,0,1
sample_2074,1,0,0
sample_2075,1,0,0
sample_2076,1,0,0
sample_2077,0,0,1
sample_2078,0,1,0
sample_2079,1,0,0
sample_2080,0,1,0
sample_2081,1,0,0
sample_2082,1,0,0
sample_2083,0,0,1
sample_2084,0,0,1
sample_2085,1,0,0
sample_2086,0,1,0
sample_2087,0,0,1
sample_2088,0,1,0
sample_2089,1,0,0
sample_2090,0,1,0
sample_2091,1,0,0
sample_2092,0,1,0
sample_2093,0,1,0
sample_2094,1,0,0
sample_2095,0,1,0
sample_2096,1,0,0
sample_2097,0,0,1
sample_2098,0,1,0
sample_2099,0,0,1
sample_2100,0,0,1
sample_2101,0,0,1
sample_2102,0,0,1
sample_2103,1,0,0
sample_2104,0,0,1
sample_2105,0,1,0
sample_2106,0,1,0
sample_2107,0,0,1
sample_2108,0,1,0
sample_2109,0,0,1
sample_2110,0,0,1
sample_2111,1,0,0
sample_2112,1,0,0
sample_2113,1,0,0
sample_2114,0,1,0
sample_2115,1,0,0
sample_2116,1,0,0
sample_2117,0,1,0
sample_2118,1,0,0
sample_2119,1,0,0
sample_2120,0,0,1
sample_2121,0,0,1
sample_2122,0,0,1
sample_2123,0,0,1
sample_2124,0,1,0
sample_2125,1,0,0
sample_2126,0,1,0
sample_2127,1,0,0
sample_2128,1,0,0
sample_2129,1,0,0
sample_2130,0,1,0
sample_2131,0,0,1
sample_2132,1,0,0
sample_2133,0,1,0
sample_2134,1,0,0
sample_2135,0,0,1
sample_2136,0,0,1
sample_2137,0,0,1
sample_2138,1,0,0
sample_2139,1,0,0
sample_2140,0,0,1
sample_2141,0,1,0
sample_2142,0,0,1
sample_2143,0,1,0
sample_2144,0,1,0
sample_2145,0,1,0
sample_2146,0,1,0
sample_2147,0,0,1
sample_2148,0,0,1
sample_2149,0,0,1
sample_2150,0,0,1
sample_2151,0,1,0
sample_2152,0,1,0
sample_2153,0,0,1
sample_2154,1,0,0
sample_2155,0,1,0
sample_2156,1,0,0
sample_2157,0,1,0
sample_2158,1,0,0
sample_2159,1,0,0
sample_2160,0,0,1
sample_2161,1,0,0
sample_2162,1,0,0
sample_2163,1,0,0
sample_2164,1,0,0
sample_2165,1,0,0
sample_2166,0,1,0
sample_2167,0,0,1
sample_2168,1,0,0
sample_2169,0,1,0
sample_2170,0,0,1
sample_2171,1,0,0
sample_2172,1,0,0
sample_2173,0,1,0
sample_2174,0,0,1
sample_2175,0,0,1
sample_2176,0,1,0
sample_2177,0,0,1
sample_2178,0,0,1
sample_2179,0,1,0
sample_2180,1,0,0
sample_2181,0,1,0
sample_2182,0,0,1
sample_2183,0,0,1
sample_2184,0,0,1
sample_2185,0,1,0
sample_2186,1,0,0
sample_2187,0,1,0
sample_2188,0,1,0
sample_2189,0,1,0
sample_2190,1,0,0
sample_2191,0,0,1
sample_2192,0,0,1
sample_2193,1,0,0
sample_2194,0,1,0
sample_2195,0,1,0
sample_2196,0,0,1
sample_2197,0,1,0
sample_2198,1,0,0
sample_2199,0,0,1
sample_2200,1,0,0
sample_2201,0,1,0
sample_2202,0,1,0
sample_2203,0,1,0
sample_2204,1,0,0
sample_2205,0,0,1
sample_2206,1,0,0
sample_2207,0,1,0
sample_2208,0,1,0
sample_2209,0,1,0
sample_2210,1,0,0
sample_2211,1,0,0
sample_2212,0,1,0
sample_2213,0,0,1
sample_2214,1,0,0
sample_2215,0,0,1
sample_2216,0,1,0
sample_2217,0,1,0
sample_2218,1,0,0
sample_2219,1,0,0
sample_2220,0,1,0
sample_2221,0,0,1
sample_2222,1,0,0
sample_2223,0,1,0
sample_2224,0,1,0
sample_2225,0,1,0
sample_2226,1,0,0
sample_2227,1,0,0
sample_2228,0,0,1
sample_2229,1,0,0
sample_2230,1,0,0
sample_2231,1,0,0
sample_2232,1,0,0
sample_2233,1,0,0
sample_2234,1,0,0
sample_2235,0,0,1
sample_2236,1,0,0
sample_2237,0,1,0
sample_2238,0,0,1
sample_2239,0,1,0
sample_2240,0,0,1
sample_2241,0,1,0
sample_2242,0,0,1
sample_2243,1,0,0
sample_2244,0,1,0
sample_2245,0,1,0
sample_2246,1,0,0
sample_2247,0,1,0
sample_2248,0,1,0
sample_2249,0,1,0
sample_2250,0,1,0
sample_2251,1,0,0
sample_2252,0,1,0
sample_2253,0,1,0
sample_2254,0,1,0
sample_2255,0,1,0
sample_2256,0,1,0
sample_2257,0,1,0
sample_2258,0,1,0
sample_2259,0,0,1
sample_2260,1,0,0
sample_2261,1,0,0
sample_2262,0,1,0
sample_2263,1,0,0
sample_2264,0,1,0
sample_2265,1,0,0
sample_2266,1,0,0
sample_2267,0,1,0
sample_2268,1,0,0
sample_2269,0,0,1
sample_2270,0,1,0
sample_2271,1,0,0
sample_2272,1,0,0
sample_2273,1,0,0
sample_2274,1,0,0
sample_2275,0,0,1
sample_2276,1,0,0
sample_2277,0,1,0
sample_2278,0,0,1
sample_2279,0,1,0
sample_2280,0,1,0
sample_2281,1,0,0
sample_2282,0,1,0
sample_2283,0,0,1
sample_2284,0,0,1
sample_2285,1,0,0
sample_2286,0,0,1
sample_2287,1,0,0
sample_2288,1,0,0
sample_2289,1,0,0
sample_2290,0,0,1
sample_2291,0,1,0
sample_2292,1,0,0
sample_2293,1,0,0
sample_2294,0,1,0
sample_2295,1,0,0
sample_2296,0,0,1
sample_2297,0,1,0
sample_2298,0,0,1
sample_2299,0,1,0
sample_2300,0,0,1
sample_2301,0,1,0
sample_2302,0,1,0
sample_2303,0,1,0
sample_2304,0,1,0
sample_2305,1,0,0
sample_2306,1,0,0
sample_2307,0,0,1
sample_2308,1,0,0
sample_2309,1,0,0
sample_2310,0,1,0
sample_2311,0,0,1
sample_2312,1,0,0
sample_2313,0,1,0
sample_2314,0,1,0
sample_2315,0,1,0
sample_2316,0,1,0
sample_2317,0,1,0
sample_2318,0,1,0
sample_2319,0,1,0
sample_2320,0,0,1
sample_2321,0,0,1
sample_2322,0,1,0
sample_2323,0,1,0
sample_2324,0,1,0
sample_2325,0,1,0
sample_2326,0,0,1
sample_2327,0,1,0
sample_2328,0,1,0
sample_2329,0,0,1
sample_2330,0,1,0
sample_2331,0,0,1
sample_2332,0,1,0
sample_2333,1,0,0
sample_2334,0,1,0
sample_2335,0,0,1
sample_2336,1,0,0
sample_2337,1,0,0
sample_2338,0,1,0
sample_2339,0,1,0
sample_2340,1,0,0
sample_2341,0,0,1
sample_2342,1,0,0
sample_2343,0,0,1
sample_2344,0,1,0
sample_2345,1,0,0
sample_2346,0,1,0
sample_2347,1,0,0
sample_2348,0,0,1
sample_2349,0,1,0
sample_2350,0,1,0
sample_2351,0,1,0
sample_2352,0,0,1
sample_2353,0,0,1
sample_2354,0,0,1
sample_2355,1,0,0
sample_2356,1,0,0
sample_2357,0,1,0
sample_2358,0,1,0
sample_2359,0,0,1
sample_2360,0,0,1
sample_2361,1,0,0
sample_2362,0,0,1
sample_2363,1,0,0
sample_2364,0,0,1
sample_2365,0,0,1
sample_2366,0,1,0
sample_2367,1,0,0
sample_2368,0,1,0
sample_2369,0,0,1
sample_2370,0,0,1
sample_2371,0,0,1
sample_2372,0,0,1
sample_2373,0,0,1
sample_2374,0,1,0
sample_2375,0,1,0
sample_2376,0,1,0
sample_2377,0,1,0
sample_2378,0,1,0
sample_2379,0,1,0
sample_2380,0,0,1
sample_2381,0,0,1
sample_2382,0,1,0
sample_2383,1,0,0
sample_2384,1,0,0
sample_2385,0,1,0
sample_2386,0,1,0
sample_2387,1,0,0
sample_2388,1,0,0
sample_2389,1,0,0
sample_2390,0,0,1
sample_2391,0,1,0
sample_2392,0,0,1
sample_2393,1,0,0
sample_2394,0,1,0
sample_2395,0,1,0
sample_2396,1,0,0
sample_2397,0,1,0
sample_2398,0,1,0
sample_2399,0,1,0
sample_2400,1,0,0
sample_2401,1,0,0
sample_2402,0,0,1
sample_2403,0,1,0
sample_2404,1,0,0
sample_2405,0,1,0
sample_2406,0,1,0
sample_2407,0,0,1
sample_2408,0,1,0
sample_2409,0,0,1
sample_2410,0,0,1
sample_2411,0,1,0
sample_2412,0,1,0
sample_2413,1,0,0
sample_2414,0,0,1
sample_2415,1,0,0
sample_2416,0,1,0
sample_2417,0,0,1
sample_2418,1,0,0
sample_2419,0,0,1
sample_2420,1,0,0
sample_2421,0,0,1
sample_2422,0,0,1
sample_2423,1,0,0
sample_2424,0,1,0
sample_2425,0,1,0
sample_2426,0,1,0
sample_2427,1,0,0
sample_2428,1,0,0
sample_2429,0,1,0
sample_2430,0,0,1
sample_2431,1,0,0
sample_2432,0,1,0
sample_2433,0,1,0
sample_2434,1,0,0
sample_2435,0,0,1
sample_2436,1,0,0
sample_2437,1,0,0
sample_2438,0,0,1
sample_2439,0,0,1
sample_2440,1,0,0
sample_2441,1,0,0
sample_2442,0,1,0
sample_2443,1,0,0
sample_2444,1,0,0
sample_2445,1,0,0
sample_2446,0,1,0
sample_2447,1,0,0
sample_2448,0,1,0
sample_2449,0,1,0
sample_2450,1,0,0
sample_2451,0,1,0
sample_2452,1,0,0
sample_2453,1,0,0
sample_2454,0,0,1
sample_2455,1,0,0
sample_2456,1,0,0
sample_2457,0,0,1
sample_2458,1,0,0
sample_2459,0,1,0
sample_2460,0,1,0
sample_2461,0,1,0
sample_2462,0,1,0
sample_2463,0,0,1
sample_2464,0,1,0
sample_2465,0,1,0
sample_2466,1,0,0
sample_2467,1,0,0
sample_2468,0,0,1
sample_2469,0,1,0
sample_2470,0,1,0
sample_2471,1,0,0
sample_2472,0,1,0
sample_2473,0,0,1
sample_2474,1,0,0
sample_2475,1,0,0
sample_2476,0,0,1
sample_2477,1,0,0
sample_2478,0,1,0
sample_2479,0,1,0
sample_2480,0,0,1
sample_2481,0,0,1
sample_2482,0,1,0
sample_2483,1,0,0
sample_2484,1,0,0
sample_2485,0,1,0
sample_2486,0,1,0
sample_2487,0,0,1
sample_2488,0,0,1
sample_2489,0,0,1
sample_2490,0,1,0
sample_2491,0,1,0
sample_2492,1,0,0
sample_2493,0,1,0
sample_2494,0,1,0
sample_2495,1,0,0
sample_2496,1,0,0
sample_2497,0,0,1
sample_2498,0,1,0
sample_2499,0,0,1
sample_2500,0,1,0
